Date,Month,Park,Visitation,Google,CCI,Lag12G,VisLag1,VisLag2
2009-11-01,Nov,CUVA,"172,849",48,98.10162,28,"140,200","118,438"
2009-12-01,Dec,CUVA,"116,483",26,98.27495,22,"145,454","109,550"
2010-01-01,Jan,CUVA,"108,972",46,98.43562,19,"103,680","102,496"
2010-02-01,Feb,CUVA,"80,931",31,98.49038,24,"95,854","161,192"
2010-03-01,Mar,CUVA,"155,486",42,98.4873,33,"125,105","111,166"
2010-04-01,Apr,CUVA,"238,394",61,98.467,40,"257,775","186,788"
2010-05-01,May,CUVA,"309,477",68,98.46574,44,"235,029","203,352"
2010-06-01,Jun,CUVA,"273,111",42,98.37128,58,"297,327","361,457"
2010-07-01,Jul,CUVA,"271,603",67,98.08856,55,"347,105","427,995"
2010-08-01,Aug,CUVA,"304,191",73,97.91614,51,"309,167","422,704"
2010-09-01,Sep,CUVA,"254,221",69,97.86565,46,"250,824","256,417"
2010-10-01,Oct,CUVA,"258,050",59,97.96348,57,"278,090","309,012"
2010-11-01,Nov,CUVA,"117,910",36,98.21903,29,"172,849","140,200"
2010-12-01,Dec,CUVA,"120,324",27,98.46816,21,"116,483","145,454"
2011-01-01,Jan,CUVA,"81,375",25,98.5757,28,"108,972","103,680"
2011-02-01,Feb,CUVA,"85,897",26,98.52698,21,"80,931","95,854"
2011-03-01,Mar,CUVA,"80,347",29,98.28506,30,"155,486","125,105"
2011-04-01,Apr,CUVA,"147,180",52,98.22705,42,"238,394","257,775"
2011-05-01,May,CUVA,"266,216",70,98.21146,42,"309,477","235,029"
2011-06-01,Jun,CUVA,"256,025",59,97.90632,41,"273,111","297,327"
2011-07-01,Jul,CUVA,"283,279",64,97.33338,52,"271,603","347,105"
2011-08-01,Aug,CUVA,"294,445",51,96.84435,47,"304,191","309,167"
2011-09-01,Sep,CUVA,"199,990",55,96.77763,49,"254,221","250,824"
2011-10-01,Oct,CUVA,"225,421",41,97.00771,41,"258,050","278,090"
2011-11-01,Nov,CUVA,"126,099",27,97.44639,25,"117,910","172,849"
2011-12-01,Dec,CUVA,"114,911",32,97.98903,22,"120,324","116,483"
2012-01-01,Jan,CUVA,"86,320",26,98.45164,20,"81,375","108,972"
2012-02-01,Feb,CUVA,"90,599",33,98.70954,18,"85,897","80,931"
2012-03-01,Mar,CUVA,"149,846",37,98.83382,26,"80,347","155,486"
2012-04-01,Apr,CUVA,"194,132",49,98.86866,42,"147,180","238,394"
2012-05-01,May,CUVA,"257,820",54,98.81271,43,"266,216","309,477"
2012-06-01,Jun,CUVA,"272,900",62,98.60784,41,"256,025","273,111"
2012-07-01,Jul,CUVA,"290,576",55,98.53565,42,"283,279","271,603"
2012-08-01,Aug,CUVA,"282,757",59,98.70587,38,"294,445","304,191"
2012-09-01,Sep,CUVA,"236,390",47,99.02282,32,"199,990","254,221"
2012-10-01,Oct,CUVA,"203,339",43,99.25011,35,"225,421","258,050"
2012-11-01,Nov,CUVA,"122,400",27,99.16354,24,"126,099","117,910"
2012-12-01,Dec,CUVA,"112,643",24,98.8289,24,"114,911","120,324"
2013-01-01,Jan,CUVA,"84,333",29,98.70023,19,"86,320","81,375"
2013-02-01,Feb,CUVA,"78,012",29,98.80344,23,"90,599","85,897"
2013-03-01,Mar,CUVA,"104,524",28,98.9706,28,"149,846","80,347"
2013-04-01,Apr,CUVA,"181,602",41,99.1832,32,"194,132","147,180"
2013-05-01,May,CUVA,"260,588",52,99.52229,39,"257,820","266,216"
2013-06-01,Jun,CUVA,"260,571",69,99.69761,43,"272,900","256,025"
2013-07-01,Jul,CUVA,"289,470",54,99.65983,36,"290,576","283,279"
2013-08-01,Aug,CUVA,"282,907",56,99.3783,44,"282,757","294,445"
2013-09-01,Sep,CUVA,"239,958",57,98.99631,42,"236,390","199,990"
2013-10-01,Oct,CUVA,"78,947",45,98.76015,29,"203,339","225,421"
2013-11-01,Nov,CUVA,"125,141",33,98.86088,19,"122,400","126,099"
2013-12-01,Dec,CUVA,"116,957",20,99.16534,20,"112,643","114,911"
2014-01-01,Jan,CUVA,"89,704",21,99.33865,18,"84,333","86,320"
2014-02-01,Feb,CUVA,"81,166",21,99.40892,20,"78,012","90,599"
2014-03-01,Mar,CUVA,"98,108",40,99.44125,21,"104,524","149,846"
2014-04-01,Apr,CUVA,"198,023",42,99.51447,32,"181,602","194,132"
2014-05-01,May,CUVA,"245,144",60,99.50082,43,"260,588","257,820"
2014-06-01,Jun,CUVA,"246,874",52,99.47433,44,"260,571","272,900"
2014-07-01,Jul,CUVA,"286,307",61,99.46612,43,"289,470","290,576"
2014-08-01,Aug,CUVA,"273,080",72,99.56129,42,"282,907","282,757"
2014-09-01,Sep,CUVA,"221,783",48,99.7662,45,"239,958","236,390"
2014-10-01,Oct,CUVA,"228,171",45,100.0543,36,"78,947","203,339"
2014-11-01,Nov,CUVA,"109,529",30,100.4078,23,"125,141","122,400"
2014-12-01,Dec,CUVA,"111,960",25,100.7997,17,"116,957","112,643"
2015-01-01,Jan,CUVA,"76,795",26,101.0638,15,"89,704","84,333"
2015-02-01,Feb,CUVA,"72,272",20,101.0661,17,"81,166","78,012"
2015-03-01,Mar,CUVA,"105,883",38,100.9696,27,"98,108","104,524"
2015-04-01,Apr,CUVA,"210,102",53,100.9149,28,"198,023","181,602"
2015-05-01,May,CUVA,"283,076",58,100.8346,38,"245,144","260,588"
2015-06-01,Jun,CUVA,"250,161",68,100.8487,35,"246,874","260,571"
2015-07-01,Jul,CUVA,"319,145",67,100.7341,43,"286,307","289,470"
2015-08-01,Aug,CUVA,"287,975",60,100.5447,54,"273,080","282,907"
2015-09-01,Sep,CUVA,"206,668",60,100.3741,39,"221,783","239,958"
2015-10-01,Oct,CUVA,"227,876",59,100.4033,36,"228,171","78,947"
2015-11-01,Nov,CUVA,"129,512",44,100.5198,22,"109,529","125,141"
2015-12-01,Dec,CUVA,"115,147",26,100.6167,17,"111,960","116,957"
2016-01-01,Jan,CUVA,"85,195",28,100.6298,20,"76,795","89,704"
2016-02-01,Feb,CUVA,"83,784",32,100.5925,18,"72,272","81,166"
2016-03-01,Mar,CUVA,"104,225",41,100.5527,28,"105,883","98,108"
2016-04-01,Apr,CUVA,"171,879",53,100.5748,36,"210,102","198,023"
2016-05-01,May,CUVA,"255,362",70,100.697,44,"283,076","245,144"
2016-06-01,Jun,CUVA,"306,943",66,100.675,44,"250,161","246,874"
2016-07-01,Jul,CUVA,"335,174",100,100.5284,48,"319,145","286,307"
2016-08-01,Aug,CUVA,"332,781",90,100.4226,47,"287,975","273,080"
2016-09-01,Sep,CUVA,"236,792",61,100.4034,44,"206,668","221,783"
2016-10-01,Oct,CUVA,"245,369",58,100.4803,44,"227,876","228,171"
2016-11-01,Nov,CUVA,"149,398",37,100.8092,25,"129,512","109,529"
2016-12-01,Dec,CUVA,"116,488",31,101.1464,22,"115,147","111,960"
2017-01-01,Jan,CUVA,"94,019",34,101.2944,21,"85,195","76,795"
2017-02-01,Feb,CUVA,"90,987",39,101.2821,23,"83,784","72,272"
2017-03-01,Mar,CUVA,"110,435",40,101.2514,33,"104,225","105,883"
2017-04-01,Apr,CUVA,"181,533",58,101.2115,39,"171,879","210,102"
2017-05-01,May,CUVA,"242,698",56,101.14,50,"255,362","283,076"
2017-06-01,Jun,CUVA,"247,225",95,101.0344,55,"306,943","250,161"
2017-07-01,Jul,CUVA,"282,963",82,100.9954,70,"335,174","319,145"
2017-08-01,Aug,CUVA,"284,709",72,101.0979,62,"332,781","287,975"
2017-09-01,Sep,CUVA,"254,864",70,101.2299,46,"236,792","206,668"
2017-10-01,Oct,CUVA,"189,704",69,101.3895,50,"245,369","227,876"
2017-11-01,Nov,CUVA,"141,098",39,101.3534,32,"149,398","129,512"
2017-12-01,Dec,CUVA,"106,644",26,101.1748,22,"116,488","115,147"
2008-01-01,Jan,DEVA,"22,274",66,98.66745,65,"33,933","47,518"
2008-02-01,Feb,DEVA,"33,008",76,98.28046,64,"31,820","57,656"
2008-03-01,Mar,DEVA,"108,197",86,97.81391,67,"62,036","79,684"
2008-04-01,Apr,DEVA,"76,141",64,97.28801,66,"62,265","77,945"
2008-05-01,May,DEVA,"83,457",57,96.91043,79,"66,975","71,881"
2008-06-01,Jun,DEVA,"65,350",48,96.79169,82,"50,866","50,011"
2008-07-01,Jul,DEVA,"107,479",42,96.99389,86,"57,166","56,990"
2008-08-01,Aug,DEVA,"114,524",39,97.25005,67,"72,478","81,482"
2008-09-01,Sep,DEVA,"109,326",46,97.32576,46,"63,281","80,212"
2008-10-01,Oct,DEVA,"71,902",48,96.97441,33,"82,269","74,215"
2008-11-01,Nov,DEVA,"51,181",55,96.71896,38,"65,588","29,970"
2008-12-01,Dec,DEVA,"29,099",58,96.71152,42,"55,445","36,876"
2009-01-01,Jan,DEVA,"46,010",67,96.7187,60,"22,274","33,933"
2009-02-01,Feb,DEVA,"45,168",60,96.69278,53,"33,008","31,820"
2009-03-01,Mar,DEVA,"92,935",66,96.8938,54,"108,197","62,036"
2009-04-01,Apr,DEVA,"68,675",56,97.33988,59,"76,141","62,265"
2009-05-01,May,DEVA,"64,187",46,97.72372,71,"83,457","66,975"
2009-06-01,Jun,DEVA,"94,520",45,97.88263,87,"65,350","50,866"
2009-07-01,Jul,DEVA,"59,806",45,97.83762,100,"107,479","57,166"
2009-08-01,Aug,DEVA,"103,181",43,97.88111,68,"114,524","72,478"
2009-09-01,Sep,DEVA,"90,401",50,98.05814,36,"109,326","63,281"
2009-10-01,Oct,DEVA,"75,587",54,98.08765,35,"71,902","82,269"
2009-11-01,Nov,DEVA,"62,533",67,98.10162,30,"51,181","65,588"
2009-12-01,Dec,DEVA,"25,571",50,98.27495,31,"29,099","55,445"
2010-01-01,Jan,DEVA,"54,678",62,98.43562,43,"46,010","22,274"
2010-02-01,Feb,DEVA,"79,196",63,98.49038,39,"45,168","33,008"
2010-03-01,Mar,DEVA,"133,300",72,98.4873,41,"92,935","108,197"
2010-04-01,Apr,DEVA,"158,319",58,98.467,46,"68,675","76,141"
2010-05-01,May,DEVA,"63,622",47,98.46574,66,"64,187","83,457"
2010-06-01,Jun,DEVA,"98,967",39,98.37128,71,"94,520","65,350"
2010-07-01,Jul,DEVA,"103,919",42,98.08856,67,"59,806","107,479"
2010-08-01,Aug,DEVA,"65,201",41,97.91614,51,"103,181","114,524"
2010-09-01,Sep,DEVA,"92,876",46,97.86565,48,"90,401","109,326"
2010-10-01,Oct,DEVA,"47,898",49,97.96348,35,"75,587","71,902"
2010-11-01,Nov,DEVA,"59,756",49,98.21903,30,"62,533","51,181"
2010-12-01,Dec,DEVA,"27,043",46,98.46816,32,"25,571","29,099"
2011-01-01,Jan,DEVA,"53,158",53,98.5757,45,"54,678","46,010"
2011-02-01,Feb,DEVA,"75,164",53,98.52698,39,"79,196","45,168"
2011-03-01,Mar,DEVA,"87,843",55,98.28506,38,"133,300","92,935"
2011-04-01,Apr,DEVA,"155,234",52,98.22705,42,"158,319","68,675"
2011-05-01,May,DEVA,"63,296",45,98.21146,51,"63,622","64,187"
2011-06-01,Jun,DEVA,"92,244",39,97.90632,69,"98,967","94,520"
2011-07-01,Jul,DEVA,"107,539",41,97.33338,63,"103,919","59,806"
2011-08-01,Aug,DEVA,"73,237",62,96.84435,56,"65,201","103,181"
2011-09-01,Sep,DEVA,"98,093",76,96.77763,39,"92,876","90,401"
2011-10-01,Oct,DEVA,"50,717",60,97.00771,26,"47,898","75,587"
2011-11-01,Nov,DEVA,"58,123",62,97.44639,25,"59,756","62,533"
2011-12-01,Dec,DEVA,"32,219",52,97.98903,26,"27,043","25,571"
2012-01-01,Jan,DEVA,"61,713",55,98.45164,39,"53,158","54,678"
2012-02-01,Feb,DEVA,"64,439",58,98.70954,32,"75,164","79,196"
2012-03-01,Mar,DEVA,"85,680",59,98.83382,32,"87,843","133,300"
2012-04-01,Apr,DEVA,"96,944",62,98.86866,38,"155,234","158,319"
2012-05-01,May,DEVA,"81,636",55,98.81271,51,"63,296","63,622"
2012-06-01,Jun,DEVA,"70,245",44,98.60784,62,"92,244","98,967"
2012-07-01,Jul,DEVA,"97,488",50,98.53565,59,"107,539","103,919"
2012-08-01,Aug,DEVA,"116,560",46,98.70587,48,"73,237","65,201"
2012-09-01,Sep,DEVA,"106,510",53,99.02282,34,"98,093","92,876"
2012-10-01,Oct,DEVA,"61,723",46,99.25011,23,"50,717","47,898"
2012-11-01,Nov,DEVA,"76,490",49,99.16354,22,"58,123","59,756"
2012-12-01,Dec,DEVA,"65,140",47,98.8289,22,"32,219","27,043"
2013-01-01,Jan,DEVA,"60,868",49,98.70023,31,"61,713","53,158"
2013-02-01,Feb,DEVA,"69,596",49,98.80344,33,"64,439","75,164"
2013-03-01,Mar,DEVA,"104,159",52,98.9706,32,"85,680","87,843"
2013-04-01,Apr,DEVA,"99,741",45,99.1832,35,"96,944","155,234"
2013-05-01,May,DEVA,"93,874",45,99.52229,49,"81,636","63,296"
2013-06-01,Jun,DEVA,"74,910",76,99.69761,58,"70,245","92,244"
2013-07-01,Jul,DEVA,"80,393",83,99.65983,61,"97,488","107,539"
2013-08-01,Aug,DEVA,"90,631",48,99.3783,66,"116,560","73,237"
2013-09-01,Sep,DEVA,"94,989",42,98.99631,42,"106,510","98,093"
2013-10-01,Oct,DEVA,"68,345",42,98.76015,24,"61,723","50,717"
2013-11-01,Nov,DEVA,"65,899",43,98.86088,22,"76,490","58,123"
2013-12-01,Dec,DEVA,"48,567",44,99.16534,25,"65,140","32,219"
2014-01-01,Jan,DEVA,"59,718",48,99.33865,31,"60,868","61,713"
2014-02-01,Feb,DEVA,"66,371",48,99.40892,29,"69,596","64,439"
2014-03-01,Mar,DEVA,"90,386",49,99.44125,32,"104,159","85,680"
2014-04-01,Apr,DEVA,"107,089",46,99.51447,37,"99,741","96,944"
2014-05-01,May,DEVA,"122,761",43,99.50082,46,"93,874","81,636"
2014-06-01,Jun,DEVA,"81,146",34,99.47433,60,"74,910","70,245"
2014-07-01,Jul,DEVA,"79,329",54,99.46612,59,"80,393","97,488"
2014-08-01,Aug,DEVA,"123,363",46,99.56129,50,"90,631","116,560"
2014-09-01,Sep,DEVA,"110,593",43,99.7662,29,"94,989","106,510"
2014-10-01,Oct,DEVA,"96,526",41,100.0543,23,"68,345","61,723"
2014-11-01,Nov,DEVA,"80,573",44,100.4078,22,"65,899","76,490"
2014-12-01,Dec,DEVA,"83,457",47,100.7997,22,"48,567","65,140"
2015-01-01,Jan,DEVA,"79,547",52,101.0638,33,"59,718","60,868"
2015-02-01,Feb,DEVA,"75,606",48,101.0661,27,"66,371","69,596"
2015-03-01,Mar,DEVA,"109,421",51,100.9696,31,"90,386","104,159"
2015-04-01,Apr,DEVA,"107,352",46,100.9149,32,"107,089","99,741"
2015-05-01,May,DEVA,"122,137",48,100.8346,44,"122,761","93,874"
2015-06-01,Jun,DEVA,"95,496",43,100.8487,56,"81,146","74,910"
2015-07-01,Jul,DEVA,"113,672",42,100.7341,53,"79,329","80,393"
2015-08-01,Aug,DEVA,"111,467",44,100.5447,45,"123,363","90,631"
2015-09-01,Sep,DEVA,"88,005",43,100.3741,32,"110,593","94,989"
2015-10-01,Oct,DEVA,"102,672",52,100.4033,22,"96,526","68,345"
2015-11-01,Nov,DEVA,"73,477",45,100.5198,22,"80,573","65,899"
2015-12-01,Dec,DEVA,"75,991",47,100.6167,21,"83,457","48,567"
2016-01-01,Jan,DEVA,"69,229",46,100.6298,28,"79,547","59,718"
2016-02-01,Feb,DEVA,"93,970",81,100.5925,32,"75,606","66,371"
2016-03-01,Mar,DEVA,"209,282",100,100.5527,30,"109,421","90,386"
2016-04-01,Apr,DEVA,"109,486",50,100.5748,33,"107,352","107,089"
2016-05-01,May,DEVA,"101,842",47,100.697,44,"122,137","122,761"
2016-06-01,Jun,DEVA,"53,042",45,100.675,51,"95,496","81,146"
2016-07-01,Jul,DEVA,"103,950",44,100.5284,48,"113,672","79,329"
2016-08-01,Aug,DEVA,"116,843",38,100.4226,55,"111,467","123,363"
2016-09-01,Sep,DEVA,"141,517",46,100.4034,47,"88,005","110,593"
2016-10-01,Oct,DEVA,"110,588",45,100.4803,25,"102,672","96,526"
2016-11-01,Nov,DEVA,"99,779",48,100.8092,21,"73,477","80,573"
2016-12-01,Dec,DEVA,"86,755",48,101.1464,25,"75,991","83,457"
2017-01-01,Jan,DEVA,"66,867",52,101.2944,32,"69,229","79,547"
2017-02-01,Feb,DEVA,"78,586",54,101.2821,30,"93,970","75,606"
2017-03-01,Mar,DEVA,"108,119",62,101.2514,30,"209,282","109,421"
2017-04-01,Apr,DEVA,"107,559",50,101.2115,36,"109,486","107,352"
2017-05-01,May,DEVA,"105,660",43,101.14,51,"101,842","122,137"
2017-06-01,Jun,DEVA,"85,150",53,101.0344,56,"53,042","95,496"
2017-07-01,Jul,DEVA,"135,277",47,100.9954,57,"103,950","113,672"
2017-08-01,Aug,DEVA,"172,052",41,101.0979,51,"116,843","111,467"
2017-09-01,Sep,DEVA,"138,167",42,101.2299,47,"141,517","88,005"
2017-10-01,Oct,DEVA,"111,268",43,101.3895,33,"110,588","102,672"
2017-11-01,Nov,DEVA,"91,802",44,101.3534,23,"99,779","73,477"
2017-12-01,Dec,DEVA,"94,320",47,101.1748,22,"86,755","75,991"
2008-01-01,Jan,DENA,351,58,98.66745,65,"3,136",442
2008-02-01,Feb,DENA,702,56,98.28046,64,"3,769",272
2008-03-01,Mar,DENA,918,53,97.81391,67,"5,846",891
2008-04-01,Apr,DENA,"1,959",63,97.28801,66,"2,665","7,764"
2008-05-01,May,DENA,"27,773",82,96.91043,79,"37,143","28,829"
2008-06-01,Jun,DENA,"114,888",97,96.79169,82,"111,767","111,060"
2008-07-01,Jul,DENA,"129,762",100,96.99389,86,"129,454","123,246"
2008-08-01,Aug,DENA,"119,541",73,97.25005,67,"116,065","98,605"
2008-09-01,Sep,DENA,"35,623",44,97.32576,46,"47,150","43,598"
2008-10-01,Oct,DENA,521,39,96.97441,33,807,550
2008-11-01,Nov,DENA,114,32,96.71896,38,329,470
2008-12-01,Dec,DENA,157,33,96.71152,42,177,208
2009-01-01,Jan,DENA,64,46,96.7187,60,351,"3,136"
2009-02-01,Feb,DENA,871,48,96.69278,53,702,"3,769"
2009-03-01,Mar,DENA,723,47,96.8938,54,918,"5,846"
2009-04-01,Apr,DENA,"1,549",50,97.33988,59,"1,959","2,665"
2009-05-01,May,DENA,"24,759",69,97.72372,71,"27,773","37,143"
2009-06-01,Jun,DENA,"90,662",72,97.88263,87,"114,888","111,767"
2009-07-01,Jul,DENA,"102,992",70,97.83762,100,"129,762","129,454"
2009-08-01,Aug,DENA,"97,307",60,97.88111,68,"119,541","116,065"
2009-09-01,Sep,DENA,"37,707",53,98.05814,36,"35,623","47,150"
2009-10-01,Oct,DENA,969,35,98.08765,35,521,807
2009-11-01,Nov,DENA,183,37,98.10162,30,114,329
2009-12-01,Dec,DENA,255,38,98.27495,31,157,177
2010-01-01,Jan,DENA,298,46,98.43562,43,64,351
2010-02-01,Feb,DENA,669,43,98.49038,39,871,702
2010-03-01,Mar,DENA,"1,178",45,98.4873,41,723,918
2010-04-01,Apr,DENA,"2,952",50,98.467,46,"1,549","1,959"
2010-05-01,May,DENA,"29,350",63,98.46574,66,"24,759","27,773"
2010-06-01,Jun,DENA,"90,821",71,98.37128,71,"90,662","114,888"
2010-07-01,Jul,DENA,"110,592",73,98.08856,67,"102,992","129,762"
2010-08-01,Aug,DENA,"104,398",62,97.91614,51,"97,307","119,541"
2010-09-01,Sep,DENA,"37,428",41,97.86565,48,"37,707","35,623"
2010-10-01,Oct,DENA,764,27,97.96348,35,969,521
2010-11-01,Nov,DENA,173,29,98.21903,30,183,114
2010-12-01,Dec,DENA,232,29,98.46816,32,255,157
2011-01-01,Jan,DENA,247,39,98.5757,45,298,64
2011-02-01,Feb,DENA,701,35,98.52698,39,669,871
2011-03-01,Mar,DENA,"1,142",37,98.28506,38,"1,178",723
2011-04-01,Apr,DENA,"7,514",35,98.22705,42,"2,952","1,549"
2011-05-01,May,DENA,"33,549",53,98.21146,51,"29,350","24,759"
2011-06-01,Jun,DENA,"92,585",69,97.90632,69,"90,821","90,662"
2011-07-01,Jul,DENA,"118,271",64,97.33338,63,"110,592","102,992"
2011-08-01,Aug,DENA,"105,823",51,96.84435,56,"104,398","97,307"
2011-09-01,Sep,DENA,"45,263",39,96.77763,39,"37,428","37,707"
2011-10-01,Oct,DENA,954,22,97.00771,26,764,969
2011-11-01,Nov,DENA,273,21,97.44639,25,173,183
2011-12-01,Dec,DENA,260,23,97.98903,26,232,255
2012-01-01,Jan,DENA,263,33,98.45164,39,247,298
2012-02-01,Feb,DENA,195,35,98.70954,32,701,669
2012-03-01,Mar,DENA,"1,896",33,98.83382,32,"1,142","1,178"
2012-04-01,Apr,DENA,"2,913",38,98.86866,38,"7,514","2,952"
2012-05-01,May,DENA,"32,983",51,98.81271,51,"33,549","29,350"
2012-06-01,Jun,DENA,"101,260",57,98.60784,62,"92,585","90,821"
2012-07-01,Jul,DENA,"102,316",63,98.53565,59,"118,271","110,592"
2012-08-01,Aug,DENA,"108,208",72,98.70587,48,"105,823","104,398"
2012-09-01,Sep,DENA,"37,184",45,99.02282,34,"45,263","37,428"
2012-10-01,Oct,DENA,740,25,99.25011,23,954,764
2012-11-01,Nov,DENA,240,25,99.16354,22,273,173
2012-12-01,Dec,DENA,235,31,98.8289,22,260,232
2013-01-01,Jan,DENA,319,35,98.70023,31,263,247
2013-02-01,Feb,DENA,"1,001",31,98.80344,33,195,701
2013-03-01,Mar,DENA,"1,300",31,98.9706,32,"1,896","1,142"
2013-04-01,Apr,DENA,"2,065",38,99.1832,35,"2,913","7,514"
2013-05-01,May,DENA,"44,947",53,99.52229,49,"32,983","33,549"
2013-06-01,Jun,DENA,"127,243",60,99.69761,58,"101,260","92,585"
2013-07-01,Jul,DENA,"153,636",60,99.65983,61,"102,316","118,271"
2013-08-01,Aug,DENA,"140,079",57,99.3783,66,"108,208","105,823"
2013-09-01,Sep,DENA,"59,490",32,98.99631,42,"37,184","45,263"
2013-10-01,Oct,DENA,313,25,98.76015,24,740,954
2013-11-01,Nov,DENA,240,22,98.86088,22,240,273
2013-12-01,Dec,DENA,289,26,99.16534,25,235,260
2014-01-01,Jan,DENA,396,35,99.33865,31,319,263
2014-02-01,Feb,DENA,"1,019",28,99.40892,29,"1,001",195
2014-03-01,Mar,DENA,"2,231",33,99.44125,32,"1,300","1,896"
2014-04-01,Apr,DENA,"2,883",33,99.51447,37,"2,065","2,913"
2014-05-01,May,DENA,"49,380",49,99.50082,46,"44,947","32,983"
2014-06-01,Jun,DENA,"127,291",59,99.47433,60,"127,243","101,260"
2014-07-01,Jul,DENA,"151,285",56,99.46612,59,"153,636","102,316"
2014-08-01,Aug,DENA,"138,254",45,99.56129,50,"140,079","108,208"
2014-09-01,Sep,DENA,"56,890",32,99.7662,29,"59,490","37,184"
2014-10-01,Oct,DENA,846,25,100.0543,23,313,740
2014-11-01,Nov,DENA,455,23,100.4078,22,240,240
2014-12-01,Dec,DENA,385,23,100.7997,22,289,235
2015-01-01,Jan,DENA,326,29,101.0638,33,396,319
2015-02-01,Feb,DENA,851,34,101.0661,27,"1,019","1,001"
2015-03-01,Mar,DENA,"2,597",33,100.9696,31,"2,231","1,300"
2015-04-01,Apr,DENA,"2,573",38,100.9149,32,"2,883","2,065"
2015-05-01,May,DENA,"55,920",46,100.8346,44,"49,380","44,947"
2015-06-01,Jun,DENA,"136,454",61,100.8487,56,"127,291","127,243"
2015-07-01,Jul,DENA,"155,987",54,100.7341,53,"151,285","153,636"
2015-08-01,Aug,DENA,"146,067",60,100.5447,45,"138,254","140,079"
2015-09-01,Sep,DENA,"57,612",52,100.3741,32,"56,890","59,490"
2015-10-01,Oct,DENA,"1,474",27,100.4033,22,846,313
2015-11-01,Nov,DENA,461,22,100.5198,22,455,240
2015-12-01,Dec,DENA,435,29,100.6167,21,385,289
2016-01-01,Jan,DENA,500,31,100.6298,28,326,396
2016-02-01,Feb,DENA,"1,303",31,100.5925,32,851,"1,019"
2016-03-01,Mar,DENA,"2,948",31,100.5527,30,"2,597","2,231"
2016-04-01,Apr,DENA,"5,057",38,100.5748,33,"2,573","2,883"
2016-05-01,May,DENA,"50,776",55,100.697,44,"55,920","49,380"
2016-06-01,Jun,DENA,"139,310",61,100.675,51,"136,454","127,291"
2016-07-01,Jul,DENA,"160,357",62,100.5284,48,"155,987","151,285"
2016-08-01,Aug,DENA,"151,365",61,100.4226,55,"146,067","138,254"
2016-09-01,Sep,DENA,"69,907",54,100.4034,47,"57,612","56,890"
2016-10-01,Oct,DENA,"2,934",32,100.4803,25,"1,474",846
2016-11-01,Nov,DENA,"1,446",27,100.8092,21,461,455
2016-12-01,Dec,DENA,"1,509",24,101.1464,25,435,385
2017-01-01,Jan,DENA,725,34,101.2944,32,500,326
2017-02-01,Feb,DENA,"1,467",34,101.2821,30,"1,303",851
2017-03-01,Mar,DENA,"3,449",35,101.2514,30,"2,948","2,597"
2017-04-01,Apr,DENA,"5,314",36,101.2115,36,"5,057","2,573"
2017-05-01,May,DENA,"62,497",52,101.14,51,"50,776","55,920"
2017-06-01,Jun,DENA,"158,590",68,101.0344,56,"139,310","136,454"
2017-07-01,Jul,DENA,"182,400",57,100.9954,57,"160,357","155,987"
2017-08-01,Aug,DENA,"155,201",55,101.0979,51,"151,365","146,067"
2017-09-01,Sep,DENA,"68,323",36,101.2299,47,"69,907","57,612"
2017-10-01,Oct,DENA,"2,434",30,101.3895,33,"2,934","1,474"
2017-11-01,Nov,DENA,918,28,101.3534,23,"1,446",461
2017-12-01,Dec,DENA,"1,491",31,101.1748,22,"1,509",435
2008-01-01,Jan,DRTO,"3,648",88,98.66745,78,"4,966","3,316"
2008-02-01,Feb,DRTO,"4,534",96,98.28046,87,"4,159","4,142"
2008-03-01,Mar,DRTO,"5,749",75,97.81391,70,"6,219","6,295"
2008-04-01,Apr,DRTO,"7,251",65,97.28801,83,"6,055","6,956"
2008-05-01,May,DRTO,"6,049",74,96.91043,96,"6,045","7,831"
2008-06-01,Jun,DRTO,"7,048",62,96.79169,68,"7,230","7,725"
2008-07-01,Jul,DRTO,"7,695",62,96.99389,74,"7,119","7,313"
2008-08-01,Aug,DRTO,"4,011",67,97.25005,73,"5,689","4,159"
2008-09-01,Sep,DRTO,"2,448",56,97.32576,47,"2,753","2,907"
2008-10-01,Oct,DRTO,"4,124",41,96.97441,46,"2,468","3,021"
2008-11-01,Nov,DRTO,"5,199",44,96.71896,65,"4,184","4,459"
2008-12-01,Dec,DRTO,"6,191",51,96.71152,70,"4,008","5,998"
2009-01-01,Jan,DRTO,"3,685",62,96.7187,81,"3,648","4,966"
2009-02-01,Feb,DRTO,"4,339",70,96.69278,86,"4,534","4,159"
2009-03-01,Mar,DRTO,"5,396",77,96.8938,72,"5,749","6,219"
2009-04-01,Apr,DRTO,"5,546",57,97.33988,69,"7,251","6,055"
2009-05-01,May,DRTO,"5,227",58,97.72372,73,"6,049","6,045"
2009-06-01,Jun,DRTO,"5,271",61,97.88263,67,"7,048","7,230"
2009-07-01,Jul,DRTO,"7,116",58,97.83762,66,"7,695","7,119"
2009-08-01,Aug,DRTO,"4,291",55,97.88111,70,"4,011","5,689"
2009-09-01,Sep,DRTO,"2,407",47,98.05814,59,"2,448","2,753"
2009-10-01,Oct,DRTO,"1,996",53,98.08765,43,"4,124","2,468"
2009-11-01,Nov,DRTO,"2,890",50,98.10162,48,"5,199","4,184"
2009-12-01,Dec,DRTO,"3,847",64,98.27495,57,"6,191","4,008"
2010-01-01,Jan,DRTO,"2,975",65,98.43562,68,"3,685","3,648"
